20~22,3~4,Farming-fishing
20~22,3~4,Craft-repair
20~22,3~4,Craft-repair
20~22,3~4,Craft-repair
20~22,3~4,Other-service
20~22,3~4,Handlers-cleaners
20~22,3~4,Machine-op-inspct
20~22,3~4,Machine-op-inspct
20~22,3~4,Machine-op-inspct
19~21,4~5,Farming-fishing
19~21,4~5,Craft-repair
19~21,4~5,Handlers-cleaners
19~21,4~5,Machine-op-inspct
19~21,4~5,Priv-house-serv
19~21,4~5,Sales
19~21,4~5,Sales
19~21,4~5,Adm-clerical
19~21,4~5,Machine-op-inspct
19~21,4~5,Transport-moving
19~21,4~5,Machine-op-inspct
19~21,4~5,Exec-managerial
19~21,4~5,Other-service
19~21,4~5,Handlers-cleaners
19~21,4~5,Other-service
21~22,4~5,Farming-fishing
21~22,4~5,Machine-op-inspct
21~22,4~5,Craft-repair
21~22,4~5,Farming-fishing
21~22,4~5,Craft-repair
21~22,4~5,Handlers-cleaners
21~22,4~5,Other-service
21~22,4~5,Transport-moving
21~22,4~5,Craft-repair
21~22,4~5,Other-service
21~22,4~5,Handlers-cleaners
21~22,4~5,Machine-op-inspct
21~22,4~5,Craft-repair
21~22,4~5,Machine-op-inspct
21~22,4~5,Other-service
17~17,6~6,Other-service
17~17,6~6,Farming-fishing
17~17,6~6,Sales
17~17,6~6,Handlers-cleaners
17~17,6~6,Adm-clerical
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Prof-specialty
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Tech-support
17~17,6~6,Farming-fishing
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Farming-fishing
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Farming-fishing
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Handlers-cleaners
17~17,6~6,Craft-repair
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Handlers-cleaners
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Handlers-cleaners
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Prof-specialty
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Adm-clerical
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Protective-serv
17~17,6~6,Other-service
17~17,6~6,Craft-repair
17~17,6~6,Handlers-cleaners
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Handlers-cleaners
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Priv-house-serv
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Handlers-cleaners
17~17,6~6,Sales
17~17,6~6,Sales
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Other-service
17~17,6~6,Handlers-cleaners
17~17,6~6,Priv-house-serv
17~22,5~6,Other-service
17~22,5~6,Sales
17~22,5~6,Other-service
17~22,5~6,Handlers-cleaners
17~22,5~6,Other-service
17~22,5~6,Machine-op-inspct
17~22,5~6,Handlers-cleaners
17~22,5~6,Machine-op-inspct
17~22,5~6,Sales
17~22,5~6,Other-service
17~22,5~6,Machine-op-inspct
17~22,5~6,Craft-repair
17~22,5~6,Transport-moving
17~22,5~6,Handlers-cleaners
17~22,5~6,Other-service
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Sales
17~17,7~7,Farming-fishing
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Adm-clerical
17~17,7~7,Other-service
17~17,7~7,Adm-clerical
17~17,7~7,Adm-clerical
17~17,7~7,Craft-repair
17~17,7~7,Craft-repair
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Prof-specialty
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Farming-fishing
17~17,7~7,Sales
17~17,7~7,Prof-specialty
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Handlers-cleaners
17~17,7~7,Sales
17~17,7~7,Adm-clerical
17~17,7~7,Adm-clerical
17~17,7~7,Handlers-cleaners
17~17,7~7,Priv-house-serv
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Priv-house-serv
17~17,7~7,Other-service
17~17,7~7,Prof-specialty
17~17,7~7,Sales
17~17,7~7,Machine-op-inspct
17~17,7~7,Protective-serv
17~17,7~7,Handlers-cleaners
17~17,7~7,Sales
17~17,7~7,Farming-fishing
17~17,7~7,Sales
17~17,7~7,Adm-clerical
17~17,7~7,Priv-house-serv
17~17,7~7,Adm-clerical
17~17,7~7,Sales
17~17,7~7,Priv-house-serv
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Transport-moving
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Craft-repair
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Prof-specialty
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Adm-clerical
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Craft-repair
17~17,7~7,Handlers-cleaners
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Handlers-cleaners
17~17,7~7,Adm-clerical
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Handlers-cleaners
17~17,7~7,Other-service
17~17,7~7,Priv-house-serv
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Prof-specialty
17~17,7~7,Adm-clerical
17~17,7~7,Other-service
17~17,7~7,Transport-moving
17~17,7~7,Handlers-cleaners
17~17,7~7,Craft-repair
17~17,7~7,Handlers-cleaners
17~17,7~7,Handlers-cleaners
17~17,7~7,Sales
17~17,7~7,Handlers-cleaners
17~17,7~7,Adm-clerical
17~17,7~7,Craft-repair
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Adm-clerical
17~17,7~7,Prof-specialty
18~18,6~6,Sales
18~18,6~6,Other-service
18~18,6~6,Other-service
18~18,6~6,Sales
18~18,6~6,Farming-fishing
18~18,6~6,Machine-op-inspct
18~18,6~6,Handlers-cleaners
18~18,6~6,Other-service
18~18,6~6,Transport-moving
18~18,6~6,Other-service
18~18,6~6,Sales
18~18,6~6,Craft-repair
18~18,6~6,Other-service
18~18,6~6,Handlers-cleaners
17~18,6~7,Farming-fishing
17~18,6~7,Other-service
17~18,6~7,Other-service
17~18,6~7,Sales
17~18,6~7,Priv-house-serv
17~18,6~7,Farming-fishing
17~18,6~7,Protective-serv
17~18,6~7,Sales
17~18,6~7,Other-service
17~18,6~7,Other-service
17~18,6~7,Other-service
17~18,6~7,Other-service
17~18,6~7,Protective-serv
17~18,6~7,Handlers-cleaners
17~18,6~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Adm-clerical
17~17,7~7,Handlers-cleaners
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Handlers-cleaners
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Sales
17~17,7~7,Adm-clerical
17~17,7~7,Craft-repair
17~17,7~7,Handlers-cleaners
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Other-service
17~17,7~7,Adm-clerical
17~17,7~7,Sales
17~17,7~7,Other-service
17~17,7~7,Handlers-cleaners
17~17,7~7,Adm-clerical
17~17,7~7,Handlers-cleaners
17~17,7~7,Craft-repair
17~17,7~7,Other-service
17~17,7~7,Sales
18~19,6~6,Other-service
18~19,6~6,Machine-op-inspct
18~19,6~6,Other-service
18~19,6~6,Sales
18~19,6~6,Adm-clerical
18~19,6~6,Other-service
18~19,6~6,Other-service
18~19,6~6,Other-service
18~19,6~6,Other-service
18~19,6~6,Machine-op-inspct
18~19,6~6,Farming-fishing
18~19,6~6,Craft-repair
18~19,6~6,Handlers-cleaners
18~19,6~6,Handlers-cleaners
19~21,6~6,Handlers-cleaners
19~21,6~6,Handlers-cleaners
19~21,6~6,Sales
19~21,6~6,Machine-op-inspct
19~21,6~6,Handlers-cleaners
19~21,6~6,Machine-op-inspct
19~21,6~6,Handlers-cleaners
19~21,6~6,Sales
19~21,6~6,Other-service
19~21,6~6,Other-service
19~21,6~6,Handlers-cleaners
19~21,6~6,Handlers-cleaners
19~21,6~6,Farming-fishing
19~21,6~6,Machine-op-inspct
19~21,6~6,Adm-clerical
21~22,6~6,Machine-op-inspct
21~22,6~6,Machine-op-inspct
21~22,6~6,Other-service
21~22,6~6,Handlers-cleaners
21~22,6~6,Craft-repair
21~22,6~6,Other-service
21~22,6~6,Prof-specialty
21~22,6~6,Sales
21~22,6~6,Other-service
21~22,6~6,Other-service
21~22,6~6,Handlers-cleaners
21~22,6~6,Machine-op-inspct
21~22,6~6,Craft-repair
21~22,6~6,Transport-moving
21~22,6~6,Craft-repair
22~22,6~6,Craft-repair
22~22,6~6,Other-service
22~22,6~6,Adm-clerical
22~22,6~6,Craft-repair
22~22,6~6,Transport-moving
22~22,6~6,Transport-moving
22~22,6~6,Craft-repair
22~22,6~6,Craft-repair
22~22,6~6,Craft-repair
22~22,6~6,Sales
22~22,6~6,Machine-op-inspct
22~22,6~6,Sales
22~22,6~6,Other-service
22~22,6~6,Other-service
22~22,6~6,Other-service
17~18,7~7,Handlers-cleaners
17~18,7~7,Priv-house-serv
17~18,7~7,Other-service
17~18,7~7,Other-service
17~18,7~7,Handlers-cleaners
17~18,7~7,Sales
17~18,7~7,Other-service
17~18,7~7,Adm-clerical
17~18,7~7,Other-service
17~18,7~7,Adm-clerical
17~18,7~7,Adm-clerical
17~18,7~7,Other-service
17~18,7~7,Prof-specialty
17~18,7~7,Adm-clerical
18~18,7~7,Craft-repair
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Machine-op-inspct
18~18,7~7,Other-service
18~18,7~7,Exec-managerial
18~18,7~7,Handlers-cleaners
18~18,7~7,Craft-repair
18~18,7~7,Handlers-cleaners
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Farming-fishing
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Handlers-cleaners
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Handlers-cleaners
18~18,7~7,Adm-clerical
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Handlers-cleaners
18~18,7~7,Other-service
18~18,7~7,Transport-moving
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Craft-repair
18~18,7~7,Adm-clerical
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Exec-managerial
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Handlers-cleaners
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Prof-specialty
18~18,7~7,Sales
18~18,7~7,Exec-managerial
18~18,7~7,Handlers-cleaners
18~18,7~7,Handlers-cleaners
18~18,7~7,Other-service
18~18,7~7,Adm-clerical
18~18,7~7,Handlers-cleaners
18~18,7~7,Other-service
18~18,7~7,Protective-serv
18~18,7~7,Other-service
18~18,7~7,Craft-repair
18~18,7~7,Other-service
18~18,7~7,Prof-specialty
18~18,7~7,Handlers-cleaners
18~18,7~7,Transport-moving
18~18,7~7,Sales
18~18,7~7,Handlers-cleaners
18~18,7~7,Handlers-cleaners
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Craft-repair
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Prof-specialty
18~18,7~7,Other-service
18~18,7~7,Handlers-cleaners
18~18,7~7,Handlers-cleaners
18~18,7~7,Handlers-cleaners
18~18,7~7,Handlers-cleaners
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Craft-repair
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Adm-clerical
18~18,7~7,Handlers-cleaners
18~18,7~7,Machine-op-inspct
18~18,7~7,Other-service
18~18,7~7,Handlers-cleaners
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Other-service
18~18,7~7,Prof-specialty
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Farming-fishing
18~18,7~7,Adm-clerical
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Handlers-cleaners
18~18,7~7,Handlers-cleaners
18~18,7~7,Sales
18~18,7~7,Sales
18~18,7~7,Other-service
18~18,7~7,Sales
18~18,7~7,Adm-clerical
18~18,7~7,Craft-repair
18~18,7~7,Prof-specialty
17~17,8~8,Other-service
17~17,8~8,Handlers-cleaners
17~17,8~8,Other-service
17~17,8~8,Sales
17~17,8~8,Other-service
17~17,8~8,Other-service
17~17,8~8,Handlers-cleaners
17~17,8~8,Other-service
17~17,8~8,Other-service
17~17,8~8,Sales
17~17,8~8,Handlers-cleaners
17~17,8~8,Sales
17~17,8~8,Sales
17~17,8~8,Prof-specialty
17~17,8~8,Adm-clerical
17~17,8~8,Other-service
17~17,8~8,Other-service
17~17,8~8,Handlers-cleaners
17~17,8~8,Other-service
17~17,8~8,Handlers-cleaners
17~17,8~8,Sales
17~17,8~8,Other-service
17~17,8~8,Adm-clerical
17~17,8~8,Sales
17~17,8~8,Sales
17~17,8~8,Sales
17~17,8~8,Prof-specialty
17~17,8~8,Handlers-cleaners
17~17,8~8,Other-service
17~17,8~8,Other-service
17~18,8~8,Other-service
17~18,8~8,Adm-clerical
17~18,8~8,Machine-op-inspct
17~18,8~8,Handlers-cleaners
17~18,8~8,Protective-serv
17~18,8~8,Prof-specialty
17~18,8~8,Sales
17~18,8~8,Craft-repair
17~18,8~8,Other-service
17~18,8~8,Sales
17~18,8~8,Adm-clerical
17~18,8~8,Sales
17~18,8~8,Adm-clerical
17~18,8~8,Sales
18~18,8~8,Sales
18~18,8~8,Other-service
18~18,8~8,Other-service
18~18,8~8,Other-service
18~18,8~8,Other-service
18~18,8~8,Adm-clerical
18~18,8~8,Other-service
18~18,8~8,Farming-fishing
18~18,8~8,Sales
18~18,8~8,Other-service
18~18,8~8,Adm-clerical
18~18,8~8,Sales
18~18,8~8,Other-service
18~18,8~8,Handlers-cleaners
18~18,8~8,Handlers-cleaners
18~18,8~8,Priv-house-serv
18~18,8~8,Sales
18~18,8~8,Sales
18~18,8~8,Craft-repair
18~18,8~8,Other-service
18~18,8~8,Handlers-cleaners
18~18,8~8,Handlers-cleaners
18~18,8~8,Other-service
18~18,8~8,Adm-clerical
18~18,8~8,Sales
18~18,8~8,Other-service
18~18,8~8,Sales
18~18,8~8,Sales
18~18,8~8,Handlers-cleaners
18~18,8~8,Other-service
17~18,8~9,Other-service
17~18,8~9,Other-service
17~18,8~9,Other-service
17~18,8~9,Sales
17~18,8~9,Other-service
17~18,8~9,Adm-clerical
17~18,8~9,Sales
17~18,8~9,Other-service
17~18,8~9,Other-service
17~18,8~9,Sales
17~18,8~9,Farming-fishing
17~18,8~9,Other-service
17~18,8~9,Sales
17~18,8~9,Adm-clerical
17~18,8~9,Exec-managerial
19~19,7~7,Machine-op-inspct
19~19,7~7,Handlers-cleaners
19~19,7~7,Other-service
19~19,7~7,Handlers-cleaners
19~19,7~7,Handlers-cleaners
19~19,7~7,Other-service
19~19,7~7,Adm-clerical
19~19,7~7,Handlers-cleaners
19~19,7~7,Other-service
19~19,7~7,Other-service
19~19,7~7,Craft-repair
19~19,7~7,Craft-repair
19~19,7~7,Other-service
19~19,7~7,Machine-op-inspct
19~19,7~7,Transport-moving
19~19,7~7,Priv-house-serv
19~19,7~7,Craft-repair
19~19,7~7,Sales
19~19,7~7,Other-service
19~19,7~7,Farming-fishing
19~19,7~7,Craft-repair
19~19,7~7,Handlers-cleaners
19~19,7~7,Adm-clerical
19~19,7~7,Sales
19~19,7~7,Adm-clerical
19~19,7~7,Machine-op-inspct
19~19,7~7,Handlers-cleaners
19~19,7~7,Sales
19~19,7~7,Adm-clerical
18~19,7~9,Sales
18~19,7~9,Adm-clerical
18~19,7~9,Sales
18~19,7~9,Other-service
18~19,7~9,Sales
18~19,7~9,Other-service
18~19,7~9,Other-service
18~19,7~9,Machine-op-inspct
18~19,7~9,Other-service
18~19,7~9,Handlers-cleaners
18~19,7~9,Sales
18~19,7~9,Other-service
18~19,7~9,Other-service
18~19,7~9,Adm-clerical
18~19,7~9,Sales
18~18,9~9,Sales
18~18,9~9,Protective-serv
18~18,9~9,Sales
18~18,9~9,Handlers-cleaners
18~18,9~9,Farming-fishing
18~18,9~9,Adm-clerical
18~18,9~9,Sales
18~18,9~9,Sales
18~18,9~9,Handlers-cleaners
18~18,9~9,Adm-clerical
18~18,9~9,Adm-clerical
18~18,9~9,Other-service
18~18,9~9,Sales
18~18,9~9,Handlers-cleaners
18~18,9~9,Farming-fishing
18~18,9~9,Sales
18~18,9~9,Handlers-cleaners
18~18,9~9,Other-service
18~18,9~9,Other-service
18~18,9~9,Sales
18~18,9~9,Craft-repair
18~18,9~9,Sales
18~18,9~9,Farming-fishing
18~18,9~9,Adm-clerical
18~18,9~9,Machine-op-inspct
18~18,9~9,Adm-clerical
18~18,9~9,Handlers-cleaners
18~18,9~9,Adm-clerical
18~18,9~9,Sales
18~18,9~9,Sales
18~18,9~9,Adm-clerical
18~18,9~9,Sales
18~18,9~9,Machine-op-inspct
18~18,9~9,Adm-clerical
18~18,9~9,Other-service
18~18,9~9,Machine-op-inspct
18~18,9~9,Sales
18~18,9~9,Handlers-cleaners
18~18,9~9,Craft-repair
18~18,9~9,Other-service
18~18,9~9,Sales
18~18,9~9,Adm-clerical
18~18,9~9,Sales
18~18,9~9,Other-service
18~18,9~9,Adm-clerical
18~18,9~9,Other-service
18~18,9~9,Sales
18~18,9~9,Other-service
18~18,9~9,Other-service
18~18,9~9,Handlers-cleaners
18~18,9~9,Other-service
18~18,9~9,Craft-repair
18~18,9~9,Other-service
18~18,9~9,Adm-clerical
18~18,9~9,Transport-moving
18~18,9~9,Craft-repair
18~18,9~9,Adm-clerical
18~18,9~9,Other-service
18~18,9~9,Priv-house-serv
18~18,9~9,Other-service
18~18,9~9,Farming-fishing
18~18,9~9,Craft-repair
18~18,9~9,Adm-clerical
18~18,9~9,Machine-op-inspct
18~18,9~9,Sales
18~18,9~9,Other-service
18~18,9~9,Adm-clerical
18~18,9~9,Adm-clerical
18~18,9~9,Sales
18~18,9~9,Other-service
18~18,9~9,Adm-clerical
18~18,9~9,Other-service
18~18,9~9,Adm-clerical
18~18,9~9,Sales
19~20,7~7,Transport-moving
19~20,7~7,Other-service
19~20,7~7,Sales
19~20,7~7,Sales
19~20,7~7,Other-service
19~20,7~7,Machine-op-inspct
19~20,7~7,Sales
19~20,7~7,Handlers-cleaners
19~20,7~7,Other-service
19~20,7~7,Sales
19~20,7~7,Transport-moving
19~20,7~7,Handlers-cleaners
19~20,7~7,Sales
19~20,7~7,Craft-repair
20~20,7~7,Craft-repair
20~20,7~7,Tech-support
20~20,7~7,Other-service
20~20,7~7,Transport-moving
20~20,7~7,Other-service
20~20,7~7,Handlers-cleaners
20~20,7~7,Craft-repair
20~20,7~7,Transport-moving
20~20,7~7,Handlers-cleaners
20~20,7~7,Sales
20~20,7~7,Other-service
20~20,7~7,Transport-moving
20~20,7~7,Handlers-cleaners
20~20,7~7,Other-service
20~20,7~7,Farming-fishing
19~20,7~8,Handlers-cleaners
19~20,7~8,Other-service
19~20,7~8,Other-service
19~20,7~8,Handlers-cleaners
19~20,7~8,Prof-specialty
19~20,7~8,Other-service
19~20,7~8,Handlers-cleaners
19~20,7~8,Handlers-cleaners
19~20,7~8,Other-service
19~20,7~8,Machine-op-inspct
19~20,7~8,Other-service
19~20,7~8,Adm-clerical
19~20,7~8,Other-service
19~20,7~8,Transport-moving
19~20,7~8,Sales
19~20,8~8,Transport-moving
19~20,8~8,Other-service
19~20,8~8,Handlers-cleaners
19~20,8~8,Farming-fishing
19~20,8~8,Other-service
19~20,8~8,Sales
19~20,8~8,Prof-specialty
19~20,8~8,Adm-clerical
19~20,8~8,Handlers-cleaners
19~20,8~8,Other-service
19~20,8~8,Other-service
19~20,8~8,Adm-clerical
19~20,8~8,Other-service
19~20,8~8,Other-service
19~20,8~8,Prof-specialty
21~21,7~7,Other-service
21~21,7~7,Priv-house-serv
21~21,7~7,Prof-specialty
21~21,7~7,Craft-repair
21~21,7~7,Craft-repair
21~21,7~7,Other-service
21~21,7~7,Craft-repair
21~21,7~7,Handlers-cleaners
21~21,7~7,Farming-fishing
21~21,7~7,Machine-op-inspct
21~21,7~7,Tech-support
21~21,7~7,Sales
21~21,7~7,Other-service
21~21,7~7,Adm-clerical
20~21,8~8,Sales
20~21,8~8,Machine-op-inspct
20~21,8~8,Farming-fishing
20~21,8~8,Adm-clerical
20~21,8~8,Craft-repair
20~21,8~8,Machine-op-inspct
20~21,8~8,Other-service
20~21,8~8,Other-service
20~21,8~8,Adm-clerical
20~21,8~8,Other-service
20~21,8~8,Handlers-cleaners
20~21,8~8,Handlers-cleaners
20~21,8~8,Adm-clerical
20~21,8~8,Craft-repair
20~21,8~8,Farming-fishing
22~22,7~7,Sales
22~22,7~7,Other-service
22~22,7~7,Craft-repair
22~22,7~7,Sales
22~22,7~7,Sales
22~22,7~7,Adm-clerical
22~22,7~7,Transport-moving
22~22,7~7,Machine-op-inspct
22~22,7~7,Craft-repair
22~22,7~7,Craft-repair
22~22,7~7,Other-service
22~22,7~7,Craft-repair
22~22,7~7,Sales
22~22,7~7,Sales
22~22,7~7,Craft-repair
22~22,7~8,Adm-clerical
22~22,7~8,Craft-repair
22~22,7~8,Craft-repair
22~22,7~8,Handlers-cleaners
22~22,7~8,Sales
22~22,7~8,Other-service
22~22,7~8,Exec-managerial
22~22,7~8,Other-service
22~22,7~8,Handlers-cleaners
22~22,7~8,Transport-moving
22~22,7~8,Transport-moving
22~22,7~8,Transport-moving
22~22,7~8,Farming-fishing
22~22,7~8,Handlers-cleaners
22~22,7~8,Protective-serv
18~18,9~9,Exec-managerial
18~18,9~9,Other-service
18~18,9~9,Transport-moving
18~18,9~9,Adm-clerical
18~18,9~9,Other-service
18~18,9~9,Other-service
18~18,9~9,Other-service
18~18,9~9,Tech-support
18~18,9~9,Adm-clerical
18~18,9~9,Adm-clerical
18~18,9~9,Priv-house-serv
18~18,9~9,Adm-clerical
18~18,9~9,Adm-clerical
18~18,9~9,Farming-fishing
18~18,9~9,Handlers-cleaners
18~18,9~9,Sales
18~18,9~9,Adm-clerical
18~18,9~9,Prof-specialty
18~18,9~9,Sales
18~18,9~9,Other-service
18~18,9~9,Handlers-cleaners
18~18,9~9,Machine-op-inspct
18~18,9~9,Machine-op-inspct
